street,streetid
766 Union Ave NE,3013
27515 44th Pl S,3014
2023 Harrington Pl NE,3015
13260 126 Ct NE,3016
33015 22nd Pl S,3017
4508 NE 26th Ct,3018
2712 SW 322nd Pl,3019
16341 Interlake Ave N,3020
8520 Interlake Ave N,3021
268 145th Pl SE,3022
9009 27th Ave NE,3023
12526 SE 61st St,3024
24727 SE Mud Mountain Rd,3025
7117 31st Ave SW,3026
1646 100th Pl SE,3027
3049 NE 90th St,3028
3613 40th Ave W,3029
17335 SE 265th St,3030
4733 Delridge Way SW,3031
129 25th Ave E,3032
10636 60th Ave S,3033
1301 N 169th St,3034
16529 10th Ave NE,3035
2811 14th Ave W,3036
6539 41st Ave SW,3037
3947 SW Austin St,3038
9226 S 247th Pl,3039
17403 159th Ave SE,3040
2433 SW 149th St,3041
23441 130th Ave SE,3042
15965 176th Ave NE,3043
25417 167th Pl SE,3044
5420 239th Pl NE,3045
10624 Sunrise Dr,3046
10905 NE 48th St,3047
115 28th Ave S,3048
14150-14198 SE 238th Ln,3049
13820 NE 72nd Pl,3050
3630 NE 123rd St,3051
23309 115th Pl SE,3052
1220 NW 199th Pl,3053
15619 SE 9th St,3054
13832 125th Ave NE,3055
4414 S 140th St,3056
2310 NE 191st St,3057
651 SW 134th St,3058
13505 16th Ave NE,3059
23836 SE 41st St,3060
16232 11th Ave NE,3061
11062 25th Ave SW,3062
29204 202nd Ave SE,3063
16729 Tiger Mountain Rd SE,3064
2350 N 178th St,3065
18639 NE 202nd St,3066
10309 SE 190th Pl,3067
8510 258th Ave NE,3068
1815 Ilwaco Ave NE,3069
6506 3rd Ave NW,3070
3220 44th Ave SW,3071
31825 197th Ave SE,3072
13040 3rd Ave NE,3073
6301-6399 17th Ave NW,3074
12637 SE 79th Ct,3075
8928 NE 176th St,3076
10005 16th Ave S,3077
2413 171 Ave SE,3078
1429 224th Ave NE,3079
5130 Palatine Ave N,3080
10842 Garden Pl S,3081
20322 NE 34th Ct,3082
31711 7th Pl S,3083
17001 SE 263rd St,3084
1249 NW Elford Dr,3085
1630 28th Ave NE,3086
23459 27th Ave S,3087
8309 24th Ave NW,3088
4432 92nd Ave NE,3089
29836 NE Tolt Hill Rd,3090
13045 205th Pl SE,3091
19744 324th Ave NE,3092
15002 191st Ave NE,3093
719 N 80th St,3094
13110 NE 193rd Pl,3095
7325 18th Ave NW,3096
30841-30959 132nd Ave SE,3097
11831 SE 232nd Pl,3098
25209 45th Ave S,3099
2551 5th Ave N,3100
16429 NE 18th St,3101
2160 50th Ave SW,3102
26119 185th Pl SE,3103
2730 S 146th St,3104
14301 Interurban Ave S,3105
157 SW 313th St,3106
720 N 46th St,3107
27514 NE 31st Ct,3108
301 NW 54th St,3109
23264 SE 54th Pl,3110
14830 203rd Ave SE,3111
22912 NE 19th Dr,3112
9413 NE 137th St,3113
4318 Corliss Ave N,3114
1407 19th Ave,3115
15563 SE 67th Pl,3116
13337 30th Ave NE,3117
8502 Interlake Ave N,3118
18901 SE 281st St,3119
2860 West Lake Sammamish Pkwy NE,3120
27924-27998 150th Pl SE,3121
19240 SE 259th Pl,3122
Evergreen Way SE,3123
21720 SE 299th Way,3124
1707 22nd Ave S,3125
4018 S Lilac St,3126
7528 S Laurel St,3127
1920C SW Brandon St,3128
1981 24th Ave NE,3129
33027 47th Pl S,3130
9400 44th Ave SW,3131
1124 29th Ave S,3132
902 26th Ave S,3133
2302 NE 91st St,3134
7326 9th Ave NW,3135
21416 13th Ave S,3136
10908 156th Ct NE,3137
29414 2nd Ave SW,3138
6709 9th Ave NW,3139
10613 SW 138th St,3140
11001-11025 169th Pl NE,3141
3215 37th Ave W,3142
16203 170th Ave NE,3143
17619 197th Ave NE,3144
8208 SE 26th St,3145
315 NW 183rd St,3146
14828 NE 163rd St,3147
3036-3040 36th Ave SW,3148
47518 SE 153rd St,3149
7407-7411 28th Ave NW,3150
6054 5th Ave NE,3151
52435 SE 496th Pl,3152
34901-35199 Weyerhaeuser Way S,3153
1636 SW 164th St,3154
903 S 317th St,3155
463 243rd Pl SE,3156
12019 156th Ave SE,3157
211 140th Ave SE,3158
17720 154th Ct NE,3159
13013 SW Bachelor Rd,3160
22834 NE 25th Way,3161
2540 265th Ave NE,3162
5407 S Lucile St,3163
14511 164th Ave NE,3164
1226 22nd Ave E,3165
19335 133rd Pl SE,3166
1239 Parkside Dr E,3167
7936 10th Ave SW,3168
3219 37th Pl S,3169
11719 157th Ave NE,3170
128 NE 51st St,3171
1800 172nd Ave NE,3172
5100 NE 10th Pl,3173
20418 NE 64th Pl,3174
5909 48th Ave SW,3175
42809 260th Ave SE,3176
8202 37th Ave SW,3177
26000-26198 Woodmont Dr S,3178
301 27th Ave S,3179
8619 169th Ct NE,3180
15222 SE 48th Dr,3181
3709 S 256th Ct,3182
3821-3825 Whitman Ave N,3183
17705 3rd Pl SW,3184
1302 1st St,3185
14305 214th Way NE,3186
17547 11th Ave NE,3187
755 Dayton Ave NE,3188
12227 SE 55th Pl,3189
608 N 202nd St,3190
6909 S 124th St,3191
25238 SE 35th St,3192
7920 34th Ave SW,3193
1362 31st Ave S,3194
14923 SE 143rd Pl,3195
4029 142nd Ave SE,3196
34810 18th Ave SW,3197
4129 Hampton Way,3198
13 Cascade Key,3199
480 SW 345th St,3200
11008 Auburn Ave S,3201
15812 14th Avenue Northeast,3202
19560 44th Ave NE,3203
2515 263rd Ct NE,3204
2971 NE Marquette Way,3205
13321 30th Ave NE,3206
6277-6399 S 129th St,3207
2721-3279 Lake Washington Blvd S,3208
12046 SE 214th St,3209
716 W Etruria St,3210
28426 37th Ave S,3211
2107 13th Ave S,3212
23339 NE 126th St,3213
24292 141st Pl SE,3214
417 SE Andrews St,3215
7350 31st Ave SW,3216
22631 SE 18th Pl,3217
11257 Crestwood Dr S,3218
27463 254th Pl SE,3219
2530 SW 325th Pl,3220
20015 Burke Ave N,3221
8802 30th Ave SW,3222
12251 SE 306th Ct,3223
7524 34th Ave NW,3224
18415 244th Ave NE,3225
4015 Midvale Ave N,3226
10264 California Ave SW,3227
3856 38th Ave S,3228
5031 Martin Luther King Jr Way S,3229
2617 Queen Anne Ave N,3230
1829 29th Ave,3231
8322 28th Ave NW,3232
27927 NE 147th Cir,3233
15831 SE 43rd Pl,3234
1474 14th Pl NE,3235
2300 14th Ave S,3236
11631 170th Ct NE,3237
4517-4529 S Genesee St,3238
11102 Upper Preston Rd SE,3239
1816 2nd Ave N,3240
18032 Burke Ave N,3241
18120 145th Pl NE,3242
25813 117th Pl SE,3243
28430 49th Ave S,3244
15527 SE 79th Pl,3245
1711 Monroe Ave NE,3246
14423 25th Ave SW,3247
511 98th Ave NE,3248
4327 243rd Ave SE,3249
14203 NE 40th Pl,3250
7940 12th Ave SW,3251
8416 SE 36th St,3252
6116 Kirkwood Pl N,3253
19223 SE 259th Pl,3254
31845-31899 125th Pl SE,3255
9754 228th Terrace NE,3256
519 NE 79th St,3257
5641-5645 6th Ave NW,3258
875 Cyprus Ct NW,3259
11211 3rd Ave S,3260
408 172nd Pl NE,3261
34006 SE Salal St,3262
43525 SE 149th St,3263
330 NW 50th St,3264
7422-7426 NE 148th Ln,3265
1101-1199 O St NE,3266
15317 NE 66th Ct,3267
24108 SE 261st Pl,3268
22123 103rd Pl SE,3269
907 221st Ave NE,3270
7615 3rd Ave NW,3271
22500-22614 16th Ave S,3272
18823 SE 216th St,3273
6720 4th Ave NW,3274
2406 E Helen St,3275
2146 NE Nelson Ln,3276
2226 NW 60th St,3277
614 Hazel Ave N,3278
200 Taylor Ave S,3279
16359 35th Ave NE,3280
2019 33rd Ave S,3281
13321 NE 92nd Way,3282
5628 35th Ave SW,3283
633 NW 116th St,3284
11845 SE 319th Pl,3285
10200-10216 56th Ave S,3286
7650 S 134th St,3287
912 274th Way SE,3288
322 NE 163rd St,3289
26120-26126 120th Pl SE,3290
9238 32nd Ave SW,3291
8540 S 123rd Pl,3292
4209 NE 135th St,3293
208 N St NE,3294
6530 21st Ave NW,3295
2825 NE 105th St,3296
12718 89th Pl NE,3297
1602 5th Ave N,3298
7219 Autumn Ave SE,3299
31317 41st Pl SW,3300
23013 SE 44th St,3301
25425 34th Pl S,3302
1109 N 28th Pl,3303
9025 26th Ave NW,3304
227 152nd Pl SE,3305
2434 SW 170th St,3306
23711 NE 4th St,3307
4222 186th Pl SE,3308
4226 250th Pl SE,3309
9625-9701 SE 5th St,3310
10447 8th Ave S,3311
4202 4th Ave NE,3312
15510 9th Ave NE,3313
15445 NE 144th Pl,3314
23625 SE 267th Ct,3315
6908 135th Pl SE,3316
4757 41st Ave NE,3317
22426 SE 300th St,3318
2942 222nd Pl SE,3319
8133 NE 158th St,3320
9853 Arrowsmith Ave S,3321
428 129th Pl NE,3322
14207 SE 52nd Pl,3323
8107 31st Ave NE,3324
5404 Columbia Dr S,3325
12410 SE 168th St,3326
3430 166th Ave SE,3327
19307 4th Ave S,3328
1228 9th Ave W,3329
8024 Corliss Ave N,3330
12307 SE 315th Pl,3331
30640-30650 1st Pl S,3332
3700 W Fulton St,3333
13987 SE 2nd St,3334
3973 SW Arroyo Dr,3335
13232 5th Ave SW,3336
11518 SE 221st Pl,3337
21635 SE 268th St,3338
9024 5th Ave NE,3339
12521 3rd Ave NW,3340
8527 374th Pl SE,3341
18021 24th Ave NE,3342
31519 121st Pl SE,3343
4533 21st Ave SW,3344
11826 NE 145th St,3345
19121 NE 173rd St,3346
1124 NW 56th St,3347
7202 121st Pl SE,3348
25024 SE 41st Dr,3349
17069 SE 65th Pl,3350
3011 SW Bataan St,3351
42 43rd Ct NE,3352
11341-11399 4th Pl SW,3353
8827 NE 148th Pl,3354
10134 Holman Rd NW,3355
1 View Ln NE,3356
122 Greenlake Pl,3357
3637 Phinney Ave N,3358
3655 NE 73rd St,3359
206 W Boston St,3360
3707 295th Ave SE,3361
4564 162nd Ln SE,3362
15617 160th Ct SE,3363
2401 NE Daphne St,3364
238 SW 132nd St,3365
2109 NE 8th St,3366
16126 SE 249th Pl,3367
472-598 Lind Ave NW,3368
214-220 N St NE,3369
16411 139th Pl SE,3370
4201-4213 Island Crest Way,3371
9037 NE 132nd Pl,3372
3510 NE 115th St,3373
3533 SW 171st St,3374
19627 SE Auburn-Black Diamond Rd,3375
1721 NE 136th St,3376
13417 218th Ave NE,3377
812 N 47th St,3378
933 32nd Ave,3379
4527 48th Ave SW,3380
3743 Belvidere Ave SW,3381
16218 163rd Pl SE,3382
12345 SE 23rd Pl,3383
2522 227th Pl NE,3384
8921 42nd Ave NE,3385
23310 118th Pl SE,3386
7030 SW Maury Park Rd,3387
14229 SE 165th Pl,3388
936 Pike Pl NE,3389
48115 SE Mt Si Rd,3390
4904 145th Ave SE,3391
5710 SW Admiral Way,3392
650 SW 137th St,3393
28830 34th Ave S,3394
6731 Silent Creek Ave SE,3395
18447-18509 94th Ave NE,3396
19259-19499 40th Pl NE,3397
11813 SE 219th Pl,3398
207 20th Ave,3399
18716 35th Ave NE,3400
13607 SE 10th St,3401
5001-5099 11th Ave NW,3402
7670 10th Ave NW,3403
32148-32298 33rd Ave SW,3404
4839 NE 5th St,3405
5519 236th Ave NE,3406
23444 10th Ave S,3407
20825 135th Ave SE,3408
26732 Carnaby Way,3409
20111 47th Ave NE,3410
7703 S 128th St,3411
2101 31st Ave S,3412
21114-21120 119th Ave SE,3413
24709 SE 278th St,3414
3210 NE 163rd St,3415
2407 4th Ave N,3416
22913 NE 20th Pl,3417
5118 SW Waite St,3418
4528 165th Ave NE,3419
18500-18560 58th Ave NE,3420
16141 SE 45th Pl,3421
5516 2nd Ave NW,3422
6600 mango St,3423
10125 SE 220th Pl,3424
2401 S 359th St,3425
2016 S Pearl St,3426
1120 33rd Ave S,3427
16469 Marine View Dr SW,3428
3311 NW 75th St,3429
11406 NE 112th St,3430
6318 SW Marguerite Ct,3431
20331 NE 40th Ct,3432
27529 SE High Point Way,3433
35019 SE Curtis Dr,3434
23857 SE 98th Pl,3435
1447 21st Ave,3436
6723 12th Ave NW,3437
17736 41st Ave S,3438
15252 20th Ave SW,3439
11612 SE 258th St,3440
2628 S 309th St,3441
34025 39th Ave S,3442
4231 Powell Pl S,3443
40201 292nd Ave SE,3444
12016 SE 42nd St,3445
5633 165th Pl SE,3446
5120 NE 23rd St,3447
3418 96th Ave NE,3448
116 J St SE,3449
38205 45th Ave S,3450
36816 55th Ave S,3451
3460 38th Ave SW,3452
923 14th Ave E,3453
19745 NE 127th Pl,3454
14937 20th Ave SW,3455
2855 36th Ave W,3456
12112 NE 143rd Pl,3457
12120-12198 24th Ave S,3458
2520 Medina Cir,3459
6528 37th Ave SW,3460
4613 146th Pl SE,3461
1630 S 231st Pl,3462
24801-24805 11th Ave S,3463
15212 20th Ave SW,3464
1209 SW 347th Pl,3465
6340 NE 196th St,3466
7028 20th Ave NW,3467
14626 Renton Issaquah Rd SE,3468
21700-21712 119th Ave SW,3469
26418 NE Anderson St,3470
10720 Stone Ave N,3471
11515 SE 302nd Ct,3472
4724 NE 14th St,3473
2354 NW Harmony Way,3474
14522 271st Ct NE,3475
4438 44th Ave SW,3476
32428-32598 5th Ave,3477
533 S 330th Pl,3478
1604 1st Ave W,3479
5020 Quincy Ave SE,3480
10500 185th Ave SE,3481
2632 232nd Pl SE,3482
8022 22nd Ave NW,3483
25826 19th Ave S,3484
35301-35323 56th Ave S,3485
14008 81st Ave NE,3486
535 NE 117th St,3487
7707 SW 259th St,3488
813 2nd Ave N,3489
4720 Somerset Ave SE,3490
4104 S 179th St,3491
24434 SE Mirrormont Blvd,3492
1035 NE 95th St,3493
6338 284th Way NE,3494
3716 S 253rd Pl,3495
10356 Dibble Ave NW,3496
27102 227th Pl SE,3497
7157 32nd Ave SW,3498
1518 25th Ave,3499
26907 94th Ave SW,3500
24920-24925 235th Way SE,3501
18529 Ashworth Ave N,3502
17051 151st Ave SE,3503
20101 137th Ave SE,3504
13826 SE 141st St,3505
19228 73rd Ave NE,3506
2513 225th Pl NE,3507
1783 Loraine St,3508
33235 26th Ave SW,3509
18827 SE 244th Pl,3510
23115 SE 222nd St,3511
16426 NE 107th Pl,3512
10342 155th Ave NE,3513
21909 NE 141st St,3514
636 S 188th St,3515
15325 179th Ave NE,3516
5130 Francis Ct SE,3517
5912 83rd Pl SE,3518
15125 SE 278th Pl,3519
5121 NE 180th St,3520
6615 NE 154th St,3521
3006 NW 60th St,3522
8523 Dallas Ave S,3523
7945 14th Ave SW,3524
2922 NW 85th St,3525
26309 235th Ave SE,3526
7325 Heather Ave SE,3527
1126 NW 58th St,3528
11824 SE 290th Pl,3529
15634 129th Pl SE,3530
612 Orcas Ave NE,3531
5160 235th Pl SE,3532
4532 Latona Ave NE,3533
715 W Howe St,3534
9531 S 204th Pl,3535
4422 Woodlawn Ave N,3536
17449 Sylvester Rd SW,3537
18926 NE 183rd St,3538
8907 SW Quartermaster Dr,3539
18626 136th Pl SE,3540
14327 24th Ave NE,3541
326 36th Ave E,3542
11819 1st Avenue South,3543
15322 26th Ave NE,3544
4108 25th Ave SW,3545
23607 NE 72nd St,3546
18201-18223 114th Ave SE,3547
21212 SE 260th St,3548
3915 S 238th St,3549
3467 Meridian Ave N,3550
6625 188th Pl NE,3551
4405 40th Ave SW,3552
69506 NE Money Creek Rd,3553
425 15th Ave E,3554
28461 54th Ave S,3555
12440 NE 73rd St,3556
111 S 192nd St,3557
495 Petersen Dr E,3558
3003 SW Cycle Ct,3559
916 4th Ave NE,3560
4217 Renton Ave S,3561
416 19th Ave E,3562
3221 E Morley Way,3563
26720 NE Stewart St,3564
213th Ave SE,3565
14709 26th Ave NE,3566
6737-6741 13th Ave NW,3567
8860 122nd Ct SE,3568
1723 27th Ave,3569
2500 NE 100th St,3570
4421 145th Ave SE,3571
46300 SE 137th St,3572
7318 36th Ave SW,3573
26522 214th Ave SE,3574
1337 14th Ave S,3575
31907 NE 102nd Pl,3576
4443 S Camano Pl,3577
600 Jefferson Ave NE,3578
24204-24298 142nd Ave SE,3579
4204 134th Ave NE,3580
8906-8914 236th Ave NE,3581
25816 13th Pl S,3582
420 17th Ave E,3583
223 98th Ave NE,3584
2610 NE 145th St,3585
13471 Adair Creek Way NE,3586
4611 SW Maple Way,3587
3809 E Alder St,3588
13017 NE 100th St,3589
8044 20th Ave NW,3590
4401 NE 95th St,3591
9329 SE Shoreland Dr,3592
5121 NE 187th St,3593
14744 31st Ave NE,3594
36656 55th Pl S,3595
1038 SW 152nd St,3596
15827 7th Pl S,3597
22036 SE 268th St,3598
22200 SE 255th St,3599
11748 SE 264th St,3600
2108 W Bertona St,3601
22614 SE 270th Pl,3602
5294-5296 19th Pl S,3603
20143 47th Ave NE,3604
5601 29th Ave SW,3605
11103 SE 219th Pl,3606
133rd Ave SE,3607
5606 160th Ave NE,3608
4437 49th Ave SW,3609
7231 NE 171st Ln,3610
27721 48th Ave S,3611
19014 233rd Ave NE,3612
2653 Cascadia Ave S,3613
7403 48th Ave S,3614
18713 66th Ave NE,3615
2304 N 44th St,3616
5720 Princeton Ave NE,3617
4419 Ferncroft Rd,3618
3009 W Ames Lake Dr NE,3619
4327 242nd Pl SE,3620
14811 89th Pl NE,3621
18647 108th Ave SE,3622
3822 Martin Luther King Jr Way S,3623
10068 NE 142nd Pl,3624
408 W Lee St,3625
11263-11611 Beacon Ave S,3626
137 NE 193rd St,3627
2827 43rd Ave W,3628
8406 Railroad Ave,3629
24200-24498 144th Ave SE,3630
10218 147th Ave SE,3631
12933 SE 46th Ln,3632
18051 Normandy Terrace SW,3633
6710 Alonzo Ave NW,3634
2813 NE 4th Ct,3635
20703 NE 42nd Pl,3636
1700 Dexter Ave N,3637
15731 SE 253rd Pl,3638
11217 NE 90th St,3639
1101 23rd Ave S,3640
4520 Sunnyside Ave N,3641
520 NW 201st Pl,3642
14911 57th Ave S,3643
2913 NE Davis Loop,3644
8442 SE 36th St,3645
10815 110th Ave NE,3646
27019 228th Pl SE,3647
2000-2098 102nd Ave NE,3648
18810 236th Ave NE,3649
37128 19th Way S,3650
27699 SE 401st St,3651
28815 237th Pl SE,3652
2709 E Marion St,3653
2303 E Valley St,3654
1419 Farrelly St,3655
1430-1920 W Lake Sammamish Pkwy SE,3656
10843-10857 8th Ave SW,3657
21033 SE 5th St,3658
4024 Phinney Ave N,3659
19901-19999 SE 290th Pl,3660
28206 130th Ave SE,3661
17459 SE 262nd St,3662
9041 49th Ave NE,3663
7031 18th Ave NW,3664
2572 5th Ave W,3665
19254 121st Pl SE,3666
227 W 2nd St,3667
425-445 Mt Defiance Cir SW,3668
10640 NE 46th St,3669
5529 Wallingford Ave N,3670
4235 250th Pl SE,3671
834 NE 189th St,3672
6407 282nd Ave SE,3673
4003 W Emerson St,3674
22607 NE 14th Dr,3675
278th Ave NE,3676
15311 NE 62nd Ct,3677
1365 91st Ave NE,3678
30027 58th Pl S,3679
3036 E Ames Lake Dr NE,3680
23337 NE 138th Way,3681
12219 SE 80th Way,3682
6439 Marshall Ave SW,3683
1048 Redmond Ave NE,3684
6217 NE 156th St,3685
8818 NE 150th St,3686
720 96th Ave NE,3687
3602 212th Pl SE,3688
17221 102nd Ave NE,3689
3818 53rd Ave SW,3690
3200 130th Ave NE,3691
30734 229th Pl SE,3692
14011 NE 71st Pl,3693
5226 S Morgan St,3694
11707 Greenwood Ave N,3695
621 NW 44th St,3696
3333 S Plum St,3697
8301-8399 47th Ave S,3698
7264 27th Ave NE,3699
922 N 72nd St,3700
4235 4th Ave NW,3701
28219 NE 149th Pl,3702
15031 NE 144th St,3703
36529 2nd Ave SW,3704
4531 NE 106th St,3705
26118 189th Ct SE,3706
28121 Maple Ridge Way SE,3707
4776 34th Ave NE,3708
101-115 26th Ave,3709
102-1/2 5th Ave SW,3710
5609 9th Ave NW,3711
22835 16th Ave S,3712
216 20th Ave,3713
230 S 317th Pl,3714
17120 166th Pl NE,3715
16614 SE 50th Pl,3716
471 Wheeler St,3717
9852 20th Ave SW,3718
6525 Cascade Ave SE,3719
9003 172nd Ave NE,3720
100 20th Ave E,3721
10041 64th Ave S,3722
4002 50th Ave SW,3723
1630 204th Pl NE,3724
3027 230th Pl NE,3725
3450 S King St,3726
2508 NW 67th St,3727
265 Almak Ct NW,3728
16621 SE 235th St,3729
1323 Willard Ave W,3730
10904 SE 212th St,3731
9563 NE 1st St,3732
2309 Aberdeen Ave NE,3733
27619 245th Ave SE,3734
4702 S Juneau St,3735
8950 237th Pl NE,3736
1022 215th Ave NE,3737
6248 189th Pl NE,3738
12241 SE 62nd St,3739
7436 E Mercer Way,3740
5321-5327 156th Dr NE,3741
1819-1827 25th Ave,3742
1901 25th Ave E,3743
14586 NE 58th St,3744
6516 43rd Ave NE,3745
3027 NW 67th St,3746
3017 42nd Ave W,3747
329 NE Eagle Way,3748
27416 208th Ave SE,3749
5535 Elaine Ave SE,3750
9342 221st PI NE,3751
13328 SE 308 Ct,3752
1816 11th Ave,3753
1406B NW 64th St,3754
2067 Gilman Dr W,3755
1141 SE 11th St,3756
104 6th St S,3757
14301-14399 SE 63rd St,3758
6528 3rd Ave NW,3759
929 N 77th St,3760
3842 NE 92nd St,3761
8019 S 117th St,3762
Tolt Pipeline Trail,3763
13417 110th Pl NE,3764
23109 125th Ave SE,3765
3738 86th Ave SE,3766
22124 112th Pl SE,3767
4412 170th Ave SE,3768
2408 178th Ave NE,3769
2220 5th Ave N,3770
1316 SW 172nd St,3771
14506 NE 184th Pl,3772
3309 S 194th St,3773
249 S 163rd Pl,3774
1121 27th Ave,3775
10208 NE 26th St,3776
15611 72nd Ave NE,3777
7928 150th Ct NE,3778
23203 NE 78th Way,3779
13341 12th Ave NE,3780
23834 SE 248th Pl,3781
10858 SE 200th St,3782
11207 SE 272nd Pl,3783
2401-2499 S 244th St,3784
10626 12th Ave SW,3785
35516 44th Ave S,3786
2314 10th Ave E,3787
15022 25th Ave NE,3788
17325 102nd Ave NE,3789
1327 S 277th Pl,3790
11631 SE 308th Pl,3791
3404 E Cherry St,3792
10600-10650 117th Pl NE,3793
100 Mt Si Pl NW,3794
27622 195th Ave SE,3795
15320 Corliss Pl N,3796
3741 Belvidere Ave SW,3797
15 Raye St,3798
2148 N 115th St,3799
10514 14th Ave NW,3800
13617 135th Ave NE,3801
9417 25th Ave NE,3802
14717 58th Ave S,3803
1922 5th Ave W,3804
4714 54th Ave S,3805
11619 SE 200th St,3806
14314 NE 72nd St,3807
1509 85th Ave NE,3808
16036 6th Ave NE,3809
27631-27699 145th Pl SE,3810
1503 45th Ave SW,3811
7623 Overlake Dr W,3812
7001 Autumn Ave SE,3813
219 NW 56th St,3814
10 W Etruria St,3815
11719 33rd Pl NE,3816
11414 SE 230th Pl,3817
11607 NE 103rd Pl,3818
903 S 101st St,3819
2826 10th Ave E,3820
300 142nd Ave NE,3821
4631 Somerset Ave SE,3822
2401-2599 Lorentz Pl N,3823
18010 N Park Pl N,3824
12633 SE 158th St,3825
3906 W Briarcliff Ln,3826
996 SE 12th St,3827
Bennett Ave SE,3828
15941 SE Cougar Mountain Way,3829
26133 242nd Ave SE,3830
5257 23rd Ave SW,3831
561 Mountain View Ln NW,3832
21101-21199 NE 78th St,3833
12840 SE 307th Pl,3834
10010 37th Ave SW,3835
23030 100th Ave SE,3836
4558 91st Ave SE,3837
709 7th St S,3838
32805 145th Pl SE,3839
1901 Shattuck Ave S,3840
1201-1215 O St NE,3841
24612 102nd Pl SE,3842
6410 141st Ave SE,3843
2357 N 187th St,3844
306 S 15th St,3845
4035 S 150th St,3846
4931 SW Forney St,3847
9530 NE 5th St,3848
2431 NW Neptune Pl,3849
3505 W McGraw St,3850
5725 251st Ct NE,3851
17820 1st Avenue South,3852
4114 S 294th St,3853
14021 NE 62nd St,3854
7657-7801 E Mercer Way,3855
17512 Corliss Ave N,3856
9714 132nd Ave NE,3857
10924 NE 18th Pl,3858
8314 Jones Ave NW,3859
30021 114th Way SE,3860
17116 SE Covington Sawyer Rd,3861
78 145th Pl SE,3862
33247-33248 2nd Pl SW,3863
2719 63rd Ave SE,3864
4326 Greenwood Ave N,3865
820 NW 64th St,3866
3704 NE 9th Ct,3867
1242 15th Ave E,3868
2800-2998 194th Ave SE,3869
335-345 105th Ave SE,3870
4109 W Bertona St,3871
2716 SW 170th St,3872
8116 8th Ave NE,3873
2152 SW 323rd St,3874
19803 121st Ave SE,3875
3060 124th Ave NE,3876
7321 39th Ave NE,3877
14214 81st Ave NE,3878
7943 13th Ave SW,3879
1820 38th Ave E,3880
3323-3325 33rd Ave SW,3881
2808 120th Ave NE,3882
16674 SE 17th St,3883
10740 Stone Ave N,3884
10828 157th Ave NE,3885
9257 7th Ave NW,3886
22412 SE 243rd St,3887
749 1st Ave N,3888
409 20th Ave,3889
17612 NE 30th Pl,3890
10723 NE 189th St,3891
3405 SW Seola Ln,3892
3914 88th Ave SE,3893
3433 21st Ave W,3894
409 Pasco Pl NE,3895
7102 Curtis Dr SE,3896
3644 Phinney Ave N,3897
1018 NE 96th St,3898
932-968 NE High St,3899
5350 NE 16th St,3900
6410 E Mercer Way,3901
14012 163rd Pl SE,3902
769-821 Big Tree Dr NW,3903
124 NE 60th St,3904
1987 Shenandoah Dr E,3905
4222 NE 72nd St,3906
14301 Wallingford Ave N,3907
2841 13th Ave W,3908
1730 Walnut Ave SW,3909
13547 104th Pl NE,3910
9622 242nd Way NE,3911
3825 NE 117th St,3912
19415 SE 342nd St,3913
2108 NE 54th St,3914
205 SW Gibson Ln,3915
16327 Inglewood Pl NE,3916
214 SW 305th St,3917
8612 8th Ave NE,3918
200 E Lake Sammamish Pkwy NE,3919
8222 16th Ave NE,3920
18096-18162 NE 143rd Pl,3921
14717 245th Ave SE,3922
2847 NW 70th St,3923
17237 129th Ave SE,3924
305 158th Pl SE,3925
8631 17th Ave SW,3926
3714 S 128th St,3927
12750 27th Ave NE,3928
2424 109th Ave SE,3929
33724 27th Pl SW,3930
Nuthatch Trail,3931
10203 42nd Ave SW,3932
1625 SW 351st St,3933
1831 NE 29th Ct,3934
5608 NE 204th St,3935
1708 Franklin St,3936
9047 4th Ave S,3937
17722 199th Ave NE,3938
1937 10th Ave W,3939
309 NW 89th St,3940
814 20th Ave S,3941
22447 NE 9th Dr,3942
12226 Phinney Ave N,3943
14543 86th Pl NE,3944
5412 6th Ave NW,3945
16725 NE 42nd Ct,3946
16016 Burke Ave N,3947
6201 147th Ct NE,3948
4117 211th Pl NE,3949
17002 SE 14th Ln,3950
880 Monroe Ave NE,3951
2101-2499 NW Stoney Creek Dr,3952
4052 41st Ave SW,3953
23105 Marine View Dr S,3954
12608 NE 134th Pl,3955
2601-2667 Alpine St SE,3956
1107 216th Ave NE,3957
8240 Fairway Dr NE,3958
37927 SE 82nd Pl,3959
6950 93rd Ave SE,3960
7502 132nd Ave NE,3961
7621 Orchard Ave SE,3962
2900-2998 Fairmount Ave SW,3963
3209 S Charles St,3964
16527 191st Pl NE,3965
8511 170th Ct NE,3966
1605 21st St NE,3967
1019 S 22nd Ct,3968
955 11th Ct SW,3969
24312 226th Ave SE,3970
410 Wheeler St,3971
21837 NE 102nd St,3972
22701 NE 57th Ct,3973
1512 10th Ct NW,3974
22736 129th Pl SE,3975
14020 Meridian Ave N,3976
12341 10th Pl NE,3977
2000 Yale Ave E,3978
3440 NE Marion Ln,3979
25828 243rd Ave SE,3980
2252 NW 62nd St,3981
186 34th Ave E,3982
2900-2948 S Irving St,3983
5221 NE 7th Pl,3984
4424-4438 Martin Luther King Jr Way S,3985
15910 SE 42nd Pl,3986
848 NE 67th St,3987
3004 211th Ave NE,3988
18125 Brittany Dr SW,3989
18719 129th Ct NE,3990
4820 12th Ave S,3991
2828 277th Terrace SE,3992
27840 38th Pl S,3993
17308 167th Ave NE,3994
